OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
68,171700649,2017/01/14 00:00:00+00,952,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAV N ON BATH BRIDGE R/ABOUT. V2 (CAS1) (CYCLE) TRAV N ON BATH BRIDGE R/ABOUT. V1 HAD V2 HAVE COLIDED.,358975,172020,CYC
69,171700655,2017/01/16 00:00:00+00,1615,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV SE ON COTHAM HILL AT J/WITH ABERDEEN ROAD. CAS1 HAS WALKED OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1HAS SUFFERED MINOR INJURIES TO HEAD, ARMS AND KNEES. D1 STATES CAS1 WAS ON THE PHONE AT THE TIME.",357929,173977,A
70,171700668,2017/01/20 00:00:00+00,1139,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V2 (CAS1) TRAV N ON TEMPLEWAY UNDERPASS, V2 HAS BECOME STATIC IN HEAVY TRAFFIC. V1 TRAV BEHIND HAS C/WITH THE REAR OF STATIONARY V2. V1 HAS LEFT SCENE, FAILING TO STOP.",359550,173061,CARS
71,171700699,2017/01/13 00:00:00+00,255,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,V1 (CAS1) (TAXI) TRAV W ON PORTLAND SQUARE. D1 HAS BEEN TALKING TO PAYING PASSENGER. V1 HAS STRUCK PAU V2. V1 HAS COME TO REST ON PRITCHARD ST.,359441,173681,CARS
72,171700734,2017/01/20 00:00:00+00,1420,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TRAV SW ON WESTBURY LN AT J/WITH  KINGS WESTON RD. V2 TRAV SE ON KINGS WESTON RD AT J/WITH WESTBURY LN. V2 HAS C/WITH V1 (UNKNOWN IF V1 WAS STATIC OR PULLING OUT) DETAILS EXCHANGED. (CF ADDED FOR VALIDATION),354550,177197,CARS
73,171700751,2017/01/30 00:00:00+00,1320,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TRAV N ON WELLS RD AT J/WITH ST JOHNS LN. V2 (PSV) TRAV N BEHIND V1 BUT TO THE LEFT IN A BSLN. V2 HAS MOVED RIGHT AT END OF BSLN AND CLIPPED V1. V1 HAS BEEN PUSHED UP ONTO THE CENTRAL RESERVATION. V2 HAS STOPPED FURTHER DOWN THE ROAD. COLLI,359906,171625,CARS
74,171700762,2017/01/23 00:00:00+00,730,3,Slight,HO,Head On,2,1,0,0,0,0,0,V1 (CAS1) TRAV N ON HARDEN RD FOLLOWING L/HAND BEND. V2 TRAV S FOLLOWING R/HAND BEND. V1 AND V2 HAVE COLLIDED HEAD ON.,362087,168342,CARS
75,171700440,2017/01/19 00:00:00+00,1750,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV NE ON VICTORIA ST AT J/WITH COUNTERSLIP. V2 (LGV) TRAV NW ON VICTORIA ST, V2 HAS MADE A R/TURN INTO COUNTERSLIP AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED.",359168,172802,CYC
76,171700513,2017/01/20 00:00:00+00,1200,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TRAV NW ON TORONTO RD AT J/WITH MONKS PARK AV. V2 TRAV NW ON TORONTO RD IN R/TURN ONLY LANE. V2 HAS GONE STRAIGHT ACROSS JCT AND C/WITH V1.,359779,177725,CARS
77,171700517,2017/01/22 00:00:00+00,955,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,V1 (CAS1) TRAV W ON SEVIER ST AT R/ABOUT WITH MAGDELENE PL. V2 TRAV W BEHIND AT SPEED. V2 HAS C/WITH THE REAR OF V1 SHUNTING V1 FORWARD ONTO THE R/ABOUT. V2 HAS FLED THE SCENE FAILING TO STOP.,359853,174544,CARS
78,171700608,2017/01/10 00:00:00+00,1710,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SE ON KINGSHOLM RD AT J/WITH LONGFORD AVENUE. V2 TRAV SW ON LONGFORD AV, V2 HAS MADE A R/TURN ONTO KINGSHOLM RD AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED.",358736,177625,CYC
79,171700626,2017/01/13 00:00:00+00,1400,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,V1 TRAV E ON A432 FISHPONDS RD AT J/WITH STAPLE HILL RD. CAS1 HAS STEPPED OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1.,363709,176003,E
80,171700661,2017/01/17 00:00:00+00,1820,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV E IN BSLN ON  LAWRENCE HILL AT J/WITH CROYDON ST. V2 HAS MADE A L/TURN INTO CROYDON ST ACROSS THE PATH OF V1. V1 HAS C/WITH TURNING V2. R1 HAS BECOME UNSEATED. DETAILS EXCHANGED,360629,173419,CYC
81,171700800,2017/01/24 00:00:00+00,835,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 (HGV.) TRAV SW ON M5 IN MIDDLE LN. V2 (LGV) (CAS1 CAS2) TRAV SW ON M5 IN INSIDE LN. V1 HAS MOVED OVER INTO THE INSIDE LANE AND SLOWED WITH FLOW OF TRAFFIC, V2 FOLLOWING BEHIND HAS C/WITH THE REAR OF V1. D2 CONFIRMS HE FLASHED V1 INTO INSIDE LANE.",352140,177100,CARS
82,171700821,2017/01/25 00:00:00+00,1510,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 PARKED IN LOADING BAY FOR LOCAL SHOPS. CAS1 (UNLOADING IN BAY) AND D1 HAVE EXCHANGED WORDS. V1 HAS MOVED FORWARD AND C/WITH CAS1, V1 HAS MOVED BACKWARDS BEFORE MOVING FORWARD AND STRIKING CAS1 A SECOND TIME. V1 HAS MADE OFF, FAILING TO STOP. BELIE",358878,174739,A
83,171700829,2017/01/24 00:00:00+00,2140,2,Serious,J,Turning movement ¿ unidentified priority,2,2,0,0,1,0,1,V1 )CAS1) PARKED IN LAYBY OUTSIDE LOCAL SHOPS. V2 (CAS2) (MCYCLE) TRAV W ON BISHPORT AV. V1 HAS PERFORMED A U/TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,357713,167559,MCYC
84,171700849,2017/01/26 00:00:00+00,905,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,"V2 (GOODS VAN) TRAV SW ON EAST ST, V2 HAS COME TO A FULL STOP. V1 (CAS1 CAS2 CAS3) (PSV) HAS C/WITH THE REAR OF V2 CAUSING DAMAGE TO BOTH VEHICLES. V2 HAD LEFT SCENE BY THE TIME THE POLICE ARRIVED.",358754,171731,CARS
85,171700898,2017/01/14 00:00:00+00,1220,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,V2 (CAS1) (CYCLE) TRAV N ON REDCLIFFE R/ABOUT. V1 HAS ENTERED R/ABOUT FROM THE WEST NOT GIVING WAY TO PASSING V2. V1 HAS C/WITH V2. R2 HAS BECOME UNSEATED AND SUSTAINED INJURIES TO ARM.,359061,172412,CYC
86,171700913,2017/01/20 00:00:00+00,854,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,"V1 (CAS1) TRAV NW ON MOORLANDS RD, V1 HAS REPORTEDLY C/WITH A CHILD'S SCOOTER KNOCKING A YOUNG CHILD TO THE GROUND. V1 HAS LEFT THE SCENE FAILING TO STOP.",363054,174928,C
87,171700953,2017/01/24 00:00:00+00,1516,2,Serious,LC,Loss of Control,2,2,0,0,0,0,0,V1 (CAS1 CAS2) TRAV NE ON BRUNEL WAY. V2 TRAV SW ON BRUNEL WAY. V1 HAS LOST CONTROL AND CROSSED ONTO THE ONCOMING C/WAY. V1 HAS COLLIDED HEAD ON WITH V2.,356859,172398,CARS
88,171700962,2017/02/08 00:00:00+00,1820,3,Slight,LC,Loss of Control,3,1,0,0,0,0,1,"V1 (CAS1) TARV W (AT SPEED) ON EASTON ROAD, D1 HAS LOST CONTROL AT C/WITH PAU V2 AND V3 BEFORE OVERTURNING ONTO ITS SIDE.",360867,173787,CARS
89,171700693,2017/01/28 00:00:00+00,1500,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV SW ON COTHAM BROW. CAS1 HAS BEEN MID C/WAY, CROSSING. V1 HAS BEEN RAN OVER THE FOOT OF CAS1.",358766,174381,A
90,171700729,2017/01/27 00:00:00+00,1845,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV W ON DOWNEND RD AT J/WITH ALTON RD. CAS1 CROSSING ALTON RD JCT. V1 HAS MADE A R/TURN INTO ALTON RD AND C/WITH CROSSING CAS1. CAS1 HAS BEEN KNOCKED TO THE GROUND,359711,176415,A
91,171700774,2017/01/31 00:00:00+00,1520,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V2 TRAV SW ON BOULTERS AV AT J/WITH BISHPORT AV. V1 (CAS1) (CYCLE) TRAV NW ON BISHPORT AV AT J/WITH BOULTERS AV. V2 HAS MADE A L/TURN AND C/WITH APPROACHING V1. R1 HAS BECOME UNSATED. V2 FAILED TO STOP,358072,167487,CYC
92,171700786,2017/01/31 00:00:00+00,2010,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 (CAS1) TRAV SW ON UPPER MAUDLIN ST. V1 HAS COME TO A STOP WITH THE FLOW OF TRAFFIC. V2 TRAV BEHIND HAS C/WITH THE REAR OF STATIC V1.,358810,173588,CARS
93,171700963,2017/01/31 00:00:00+00,710,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV NE ON ASHLEY ROAD AT JUNCTION WITH BRIGSTOCKE ROAD, V1 HAS MADE A R/TURN AND C/WITH CROSSING CAS1. CAS1 HAS BEEN KNOCKED TO THE GROUND.",359234,174118,A
94,171700969,2017/01/16 00:00:00+00,1807,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,V1 (CAS1 CAS2) TRAV W ON NEWFOUNDLAND ST IN OUTSIDE LN. V2 TRAV W ON NEWFOUNDLAND ST IN INSIDE LN. V2 HAS CHANGED LANE TO THE RIGHT AND C/WITH PASSING V1.,359581,173587,CARS
95,171700992,2017/01/26 00:00:00+00,1410,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV E ON WHITEHALL ROAD APPROACHING ZEBRA CROSSING. CAS1 HAS STEPPED OUT ONTO THE CROSSING AND BEEN STRUCK BY V1. CAS1 HAS BEEN KNOCKED TO THE GROUND SUFFERING SERIOUS INJURY TO ARM AND MINOR DAMAGE TO V1. (POSSIBLE HIT AND RUN),361371,173787,A
96,171701001,2017/02/06 00:00:00+00,2015,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 (CAS1) TRAV N ON BEDMINSTER BRIDGE R/ABOUT. PASSING V2 HAS C/WITH V1. R1 HAS BECOME UNSEATED.(POOR ACCIDENT DESCRIPTION),358969,171986,CYC
97,171701009,2017/01/27 00:00:00+00,2015,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 (CAS1) TRAV N ON CASSELL RD AT J/WITH DOWNEND RD. V2 TRAV NE ON DOWNEND RD AT J/WITH CASSELL RD. V1 HAS CROSSED JCT AND C/WITH PASSING V2. BOTH VEHICLES HAVE COME TO A STOP ON THE PAVEMENT, V1 HAS STRUCK A BOLLARD. ADVERSE WEATHER CONDITIONS AT TH",364227,176304,CARS
98,171701023,2017/01/28 00:00:00+00,139,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,"V1 (CAS1) TRAV NW ON BRYANTS HILL AT J/WITH ST ANNES ROAD, D1 HAS LOST CONTROL AND C/WITH KERB. V1 HAS OVERTURNED ONTO ITS SIDE.",363708,172741,CARS
99,171701031,2017/02/08 00:00:00+00,2238,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,"V1 (CAS1) TRAV S ON EASTGATE R/ABOUT, V2 HAS MOVED LANES AND C/WITH PASSING V1. V2 HAS MADE OFF BY JOINING M32. V2 FAILED TO STOP",361195,175281,CARS
100,171701047,2017/02/08 00:00:00+00,1545,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SW ON CROW LANE R/ABOUT, V2 TRAV BEHIND HAS C/WITH THE REAR OF V1. V2 HAS MADE OFF FAILING TO STOP.",357174,179151,CYC
101,171701067,2017/01/24 00:00:00+00,2200,1,Fatal,J,Turning movement ¿ unidentified priority,2,2,0,0,1,0,0,"V2 (CAS1 CAS2) (STOVAC) (MCYCLE) (WITH PASSENGER) TRAV NE ON CROW LANE.V1 HAS PERFORMED A U/TURN FROM A PARKED POSSESSION AND C/WITH PASSING V2. BOTH OCCUPANTS HAVE BECOME UNSEATED, D2 HAS MADE OFF ON FOOT. PASSENGER OF V2 SUFFERED FATAL HEAD INJURIES.",356940,179071,MCYC
102,171701078,2017/01/26 00:00:00+00,837,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 (CAS1) TRAV SW ON BROOMHILL RD AT J/WITH CLOTHIER RD. CAS1 HAS RAN OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1.,362883,170418,C
103,171701079,2017/01/28 00:00:00+00,200,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,V1 TRAV W ON AUGUSTINES PARADE AT J/WITH COLLEGE GREEN. V2 (CAS1) HAS COME TO A FULL STOP BEHIND STATIC V1. V1 HAS ROLLED BACKWARDS AND C/WITH THE FRONT OF V2.,358535,172787,CARS
104,171701107,2017/02/01 00:00:00+00,830,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 (CYCLE) TRAV S ON TEMPLE WAY SLIP RD. V2 TRAV W ON BROAD PLAIN AT J/WITH TEMPLE WAY.  V2 HAS MADE A L/TURN ONTO TEMPLE WAY AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED,359558,172967,CYC
105,171701113,2017/02/01 00:00:00+00,740,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,V1 (CAS1) TRAV S ON NORRISVILLE RD AT J/WITH ASHLEY RD.  V2 (CAS2) TRAV E ON ASHLEY RD AT J/WITH NORRISVILLE RD. V1 HAS MADE A L/TURN AND C/WITH PASSING V2.,359450,174198,CARS
106,171700128,2017/01/05 00:00:00+00,1600,3,Slight,O,Overtaking,2,1,0,1,0,0,0,V2 (CAS1) (CYCLE) TRAV NW ON ASHLEY DOWN RD. V1 HAS OVER TAKEN V2 FROM BEHIND AND CLIPPED R2. V1 HAS TRAVELLED FURTHER UP THE ROAD BEFORE COMING TO A FULL STOP. (CF ADDED FOR VALIDATION),359648,175931,CYC
107,171700132,2017/01/05 00:00:00+00,827,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,"V1 TRAV SE ON PENPARK RD, CAS1 HAS STEPPED OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. DETAILS EXCHANGED",358954,178358,C
108,171700252,2017/01/04 00:00:00+00,820,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV S ON FILTON AV AT J/WITH  EDEN GROVE.CAS1 HAS STEPPED OUT INTO THE C/WAY FROM BEHIND A PARKED CAR AND BEEN STRUCK BY PASSING V1.,360427,177981,C
109,171700277,2017/01/05 00:00:00+00,2030,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 (CYCLE) TRAV S ON CABOT WAY AT J/WITH HUMPHREY DAVY WAY. V2 TRAV NW ON HUMPHREY DAVY WAY AT J/WITH CABOT WAY.  V2 HAS MADE A L/TURN ONTO CABOT WAY AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED,356893,172425,CYC
110,171700279,2017/01/05 00:00:00+00,1818,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 (CAS1) TRAV SW ON M5 AT SLIP ROAD WITH AVONMOUTH. V2 (CAS2) TRAV SW ON M5 SLIPROAD, V2 HAS ENTERED LANE ONE FROM SLIP ROAD AND C/WITH STATIC V1.",352942,178020,CARS
111,171700358,2017/01/03 00:00:00+00,2018,2,Serious,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1 (CAS1) TRAV NW ON DUNDRIDGE LN AT J/WITH PLAYING FIELD CAR PARK. V2 TRAV N EXITING CAR PARK. V2 HAS MADE A L/TURN AND C/WITH PASSING V1.,363386,172547,CARS
112,171700456,2017/01/18 00:00:00+00,1129,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV W ON CORONATION RD. CAS1 HAS STEPPED OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1 HAS SUFFERED MINOR INJURIES,357924,172088,A
113,171700463,2017/01/16 00:00:00+00,1135,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,V1 TRAV NE ON BROAD WALK AT J/WITH WELLS RD. V1 HAS REVERSED BACKWARDS INTO KERB SIDE PARKING SPACE. CAS1 HAS STEPPED OUT INTO THE C/WAY BEHIND V1. V1 HAS C/WITH CAS1 WHO HAS BEEN KNOCKED TO THE GROUND,360692,170723,E
114,171700481,2017/01/05 00:00:00+00,630,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,V1 TRAV E ON CALLINGTON RD AT R/ABOUT WITH AIRPORT RD. V2 (MCYCLE) TRAVW ON CALLINGTON RD R/ABOUT. V1 HAS MOVED ONTO R/ABOUT AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED,361408,170273,MCYC
115,171700496,2017/01/20 00:00:00+00,1544,3,Slight,NONE,Other,2,1,0,1,0,0,0,V2 TRAV N ON MAGDALENE PLACE NEAR J/WITH LOWER ASHLEY RD. V1 (CAS1) (CYCLE) HAS BEEN MID C/WAY CROSSING FROM THE W. V2 HAS C/WITH V1. R1 HAS BECOME UNSEATED. V2 STOPPED BUT DETAILS NOT EXCHANGED,359939,174315,CYC
116,171700499,2017/01/20 00:00:00+00,1525,3,Slight,NONE,Other,2,1,0,0,0,1,0,V1 (CAS1) TRAV N ON STURMINSTER RD. V2 TRAV N ON STURMINSTER RD BEHIND V1. V2 HAS O/TAKEN V1 AT SPEED D2 HAS SHOUTED ABUSE AT D1. V2 HAS COME TO A SUDDEN STOP TO AVOID COLLIDING WITH A PARKED BUS. V2 HAS REVERSED BACKWARDS AND C/WITH THE FRONT OF V1.,361567,169079,CARS
117,171700553,2017/01/16 00:00:00+00,800,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,V2 TRAV E ON NEW STATION WAY AT J/WITH MORRISONS CAR PARK. V1 (CAS1) TRAV S ON EXIT TO MORRISONS CAR PARK. D1 HAS LOST CONTROL AND CAUSING V1 TO C/WITH PASSING V2.,363256,175544,CARS
118,171700956,2017/02/07 00:00:00+00,810,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV NW ON WINTERSTOKE RD AT J/WITH  LUCKWELL RD. CAS1 HAS BEEN MID C/WAY ON LUCKWELL RD CROSSING. V1 HAS MADE A R/TURN INTO LUCKWELL RD AND C/WITH CROSSING CAS1. V1 HAS FLED THE SCENE FAILING TO STOP.,357597,170694,C
119,171701051,2017/02/09 00:00:00+00,2100,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV NW ON ST MATTHIAS PK AT J/WITH NEW ST. V2 HAS PULLED INTO THE C/WAY FROM A PARKED POSSESSION,  V2 HAS C/WITH PASSING V1. R1 HAS BECOME UNSEATED. V2 HAS FLED THE SCENE FAILING TO STOP",359625,173331,CYC
120,171701140,2017/02/13 00:00:00+00,830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 (PSV) TRAV N ON BATH RD AND J/WITH WELLS RD. CAS1 (LOCATION UNKNOWN) HAS BEEN STRUCK BY PASSING V1, V1 HAS FAILED TO STOP AT THE SCENE. (POOR ACCIDENT DESCRIPTION)",359892,171878,A
121,171701821,2017/03/15 00:00:00+00,1703,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SW ON STOKE LN  J/WITH FALCONDALE ROAD, V1 HAS MOVED THROUGH JUNCTION ON GREEN ATL. V2 TRAV BEHIND HAS OVER TAKEN V1, V2 HAS C/WITH THE REAR OF V1. D2 HAS SHOUTED AT R1 BEFORE HITTING A BOLLARD. V2 HAS FAILED TO STOP",356956,177046,CYC
122,171702118,2017/03/08 00:00:00+00,620,2,Serious,A,Adult pedestrian,2,1,1,0,0,0,0,V1 (PARKED) AT KERB ON MARLBOROUGH STREET SOUTH. CAS1 HAS BEEN EXITING V1. V2 HAS OVER TAKEN V1 AND CLIPPED CAS1. CAS1 HAS BEEN KNOCKED TO THE GROUND. D2 STATES CAS1 WALKED FORWARD AS V2 WAS PASSING.,358753,173536,A
123,171702152,2017/03/13 00:00:00+00,1940,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV NE ON  SOUTHMEAD ROAD. CAS1 ON PAVEMENT, PLAYING WITH FOOTBALL. CAS1 HAS CHASED FOOTBALL INTO THE C/WAY AND C/WITH PASSING V1. CAS1 HAS BEEN KNOCKED TO THE GROUND.",358556,177686,A
124,171702156,2017/03/13 00:00:00+00,1210,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V2 (HGV) TRAV S ON TEMPLE CIRCUS R/ABOUT. V2 HAS COME TO A SUDDEN STOP. V1 (CAS1) TRAV BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V2.,359467,172476,CARS
125,171702169,2017/03/28 23:00:00+00,320,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAXI (PARKED) AT KERB ON UPPER MAUDLIN ST. V1 HAS BEEN DROPPING OFF FARE. V2 (CAS1) (CYCLE) TRAV SW ON UPPER MAUDLIN ST. V1 HAS PERFORMED A U/TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,358639,173375,CYC
126,171702181,2017/03/10 00:00:00+00,1921,2,Serious,E,Elderly pedestrian,1,2,1,0,1,0,1,V1 (CAS1) (MCYCLE) TRAV S ON STURMINSTER RD AT J/WITH TABBOTT RD.  CAS1 HAS STEPPED INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1  HAS SUSTAINED SERIOUS HEAD INJURIES. R1 HAS BECOME UNSEATED,361596,168365,E
127,171702182,2017/02/13 00:00:00+00,1925,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V2 TRAV N ON AHLEY HILL AT J/WITH BRIAVELS GROVE, V2 HAS BECOME STATIC TO MAKE A R/TURN INTO BRIAVELS GROVE. V1 (CAS1) (CYCLE) TRAV S ON AHLEY HILL AT SPEED. V1 HAS C/WITH THE FRONT OF V2. R2 HAS BECOME UNSEATED.",359767,174832,CYC
128,171702198,2017/03/22 00:00:00+00,657,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V2 (MCYCLE) TRAV SW ON CALLINGTON RD. V1 HAS REVERSED OFF A PRIVATE DRIVE, THEN DID A U-TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED",361880,170426,MCYC
129,171702282,2017/02/24 00:00:00+00,1948,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TRAV E ON GREENLEAZE AT J/WITH KINGSHILL RD. V2 TRAV S ON KINGSHILL RD AT J/WITH GREENLEAZE. V2 HAS OVER SHOT JCT LINE AND C/WITH PASSING V1. V2 FAILED TO STOP,360646,170310,CARS
130,171702293,2017/03/09 00:00:00+00,1015,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 TRAV W ON ST BRENDANS R/ABOUT IN MIDDLE LANE. V2 (CAS1)TRAV N ON ST BRENDANS R/ABOUT IN LEFT LANE. V1 HAS MANOEURVERED TO TURN OFF AND VEHICLE 2 TRIED TO CARRY ON ROUND.  VEHICLE 1 C/WITH PASSING V2 (ON THE OFFSIDE).,352056,178322,CARS
131,171701718,2017/03/12 00:00:00+00,1910,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1 (CAS1) TRAV S ON CASSELL RD AT J/WITH HIGH ST. V2 TRAV E ON HIGH ST AT J/WITH CASSELL RD. V1 HAS MADE A R/TURN AND C/WITH PASSING V2. POOR ACCIDENT DESCRIPTION POOR LOCATION DETAILS.,364321,175965,CARS
132,171701919,2017/03/19 00:00:00+00,1443,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) REVERSING INTO A PARKING SPACE ON WHITEHALL RD. V2 TRAV NE WHITEHALL RD, V2 HAS FAILED TO STOP AND C/WITH THE REAR OF PARKING V1.",361713,173953,CARS
133,171702014,2017/03/22 00:00:00+00,1445,3,Slight,NONE,Other,2,1,0,0,0,0,0,"V1 (CAS1) TRAV N ON NOVERS HILL, AT THIS POINT NOVERS HILL HAS BEEN RESTRICTED TO ONE WAY TRAVEL ONLY DUE TO MAJOR ROAD WORKS. V2 TRAV S HAS IGNORED ONE WAY TRAFFIC FLOW, V1 HAS SWERVED TO AVOID COLLISION. V2 HAS FLED THE SCENE FAILING TO STOP. D1 HA",358379,170259,CARS
134,171702192,2017/03/05 00:00:00+00,2132,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,V1 (CAS1) (POLICE VEHICLE) TRAV SE ON MULLER RD. V2 TRAV NW ON MULLER RD. V2 HAS MADE A R/TURN AND C/WITH PASSING V1.,359668,176776,CARS
135,171702227,2017/03/27 23:00:00+00,905,3,Slight,NONE,Other,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV NE ON BEDMINSTER PARADE. V2 TRAV NE ON BEDMINSTER PARADE BEHIND V1. V1 HAS MOVED TO THE LEFT TO ENTER PAVEMENT, V2 HAS C/WITH THE REAR OF V1. R1 HAS BECOME UNSEATED.",358850,171855,CYC
136,171702260,2017/03/16 00:00:00+00,650,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,1,V1 (TAXI) TRAV N ON COTHAM BROW AT R/ABOUT WITH ARLEY HILL.. V2 (CAS1) (CYCLE) TRAV W ON ARLEY HILL AT R/ABOUT WITH COTHAM BROW. V1 HAS PULLED ONTO R/ABOUT AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,358804,174478,CYC
137,171702350,2017/03/28 23:00:00+00,2100,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,V1 (CAS1) TRAV E ON HENGROVE WAY R/ABOUT. V2 (CAS2) TRAV S ON HEARCLIFFE WAY. EITHER V1 OR V2 HAS JUMPED A RED ATL AND C/WITH PASSING VEHICLE. POOR ACCIDENT DESCRIPTION POOR LOCATION DETAILS,358734,168614,CARS
138,171702387,2017/03/21 00:00:00+00,2000,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV N ON STOCKWOOD RD AT J/WITH GILLEBANK CL. CAS1 HAS STEPPED OFF OF THE KERB INTO THE PATH OF ONCOMING V1. CAS1 HAS BEEN CLIPPED BY PASSING V1.,362008,168171,A
